,Sourcils_Arqués,Chauve,Gros_Nez,Cheveux_Noirs,Cheveux_Blonds,Flou,Cheveux_Bruns,Sourcils_Fournis,Lunettes,Cheveux_Gris,Homme,Moustache,Imberbe,Nez_Pointu,Jeune
086517.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
039398.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
046221.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
003290.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
077758.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
052447.jpg,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
013214.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
175504.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
106034.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
092054.jpg,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
184318.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
164865.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
114604.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
107175.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
153142.jpg,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1
080196.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
086344.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
163387.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
006937.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
187964.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
143215.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
159553.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
140386.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
053238.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
077931.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
037913.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
014366.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
032754.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
016943.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1
166798.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
064662.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1
005339.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
196448.jpg,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1
083865.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
125554.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
006045.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1
167789.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
120699.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
153139.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
162288.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
065081.jpg,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
055570.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
085199.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
199734.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
198582.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
080525.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
132403.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
173093.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
017126.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
160527.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
123578.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
146051.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
125045.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
084045.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
180324.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1
092454.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
109990.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
177228.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
005835.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
150422.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
130786.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
108331.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
163592.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
090833.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
072511.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
076625.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
164581.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
148505.jpg,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
179244.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
120936.jpg,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1
178063.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
064047.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
063255.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
010565.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
162812.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
147351.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
100375.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
159299.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
118326.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
080125.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
139872.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
006413.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
103459.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1
098706.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
189466.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
199694.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
148110.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
076557.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
140751.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
153127.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
195738.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
142226.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
092318.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
092087.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
043083.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
052260.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
017759.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
168485.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
020610.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
038274.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
178820.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
175877.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
098042.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
139305.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
035668.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
052460.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
163335.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
117906.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
176808.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
095971.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
114925.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
162807.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1
198336.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
012805.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
117097.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
009741.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
195751.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
062808.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
150262.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
090263.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
116089.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
078416.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1
118419.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
140586.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
001441.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
081334.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
137124.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
130027.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
109095.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
040102.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
013796.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
181272.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
162023.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
099795.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
111112.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
059355.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
182644.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
177928.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
073629.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
062924.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
189324.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
121379.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
031598.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
089302.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
183097.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
109071.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
125870.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
160724.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
083955.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
081611.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1
182159.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
155364.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
168459.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
099257.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
060826.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
009472.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1
126140.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1
173639.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1
041905.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
141261.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
007094.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
118942.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
124443.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
162151.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
018846.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
069409.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
086217.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
056822.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1
071909.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
122367.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
181454.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
138600.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
004185.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
146451.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
014591.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
173957.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
150139.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
033749.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
061277.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
041516.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
014900.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
089288.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
062870.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
202036.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
141434.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
072415.jpg,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
173062.jpg,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
012385.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
120978.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
106637.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
095293.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1
126840.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
029864.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
201557.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
095136.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
154685.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1
101094.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
201340.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
166358.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
156007.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
078758.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
144616.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
139562.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
174173.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
141777.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
037892.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
014492.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
077181.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
127936.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1
007339.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1
202566.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
060821.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
167747.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
190714.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
194964.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
028835.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
158849.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
091473.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
172319.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
194599.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
075338.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
040966.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
115215.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
076493.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
044975.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
201223.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1
073738.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
159624.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
180896.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
065466.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
158195.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
198881.jpg,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1
008776.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
139749.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
168684.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1
152896.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
178944.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
085444.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
159200.jpg,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1
116956.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
166891.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
173485.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
062098.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
002772.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
018313.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
088992.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
091134.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1
147392.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
162159.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
148235.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
202561.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
058030.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
094807.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
061061.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
028144.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
086536.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
031292.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
129906.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
053645.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
172310.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
100901.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
115461.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
106614.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
077874.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
006146.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
065181.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
128978.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
124354.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
201224.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
016553.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
016411.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
141427.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
148691.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
087190.jpg,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
189534.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
162885.jpg,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
072994.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
053716.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
035258.jpg,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
056056.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
109075.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
168113.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
076863.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1
095168.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1
001788.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
176585.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
175177.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
168483.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
002624.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1
102855.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
